host	start	end	text	target	note	src
彼前1:5#6	1319	1323	羅八23	羅8:23	-	book
彼前1:5#6	1339	1343	羅八19	羅8:19	-	book
耶41:17#1	49	57	四二14～四三7	耶42:14	-	chapter
耶41:17#1	58	64	賽三十1～3	賽30:1	-	book
耶41:17#1	65	70	三一1～3	賽31:1	-	chapter
耶41:17#1	93	98	三七5～8	耶37:5	-	chapter
耶42:14#1	1	7	四一17註1	耶41:17	1	chapter
耶43:2#1	22	28	四二9～12	耶42:9	-	chapter
耶43:2#1	220	223	二13	耶2:13	-	chapter
耶43:2#1	226	232	四十14註1	耶40:14	1	chapter
耶44:17#1	1	6	七18註1	耶7:18	1	chapter
彼前1:6#1	1	3	5節	彼前1:5	-	bare
彼前1:6#2	98	101	1～4	彼前1:1	-	bare
彼前1:6#2	120	121	1	彼前1:1	-	bare
彼前1:6#2	122	124	17	彼前1:17	-	bare
彼前1:6#2	125	128	二11	彼前2:11	-	chapter
彼前1:6#2	164	165	7	彼前1:7	-	bare
彼前1:6#2	190	196	二19～23	彼前2:19	-	chapter
彼前1:6#2	197	203	三14～18	彼前3:14	-	chapter
彼前1:6#2	247	251	四1～2	彼前4:1	-	chapter
彼前1:6#2	278	284	四12～19	彼前4:12	-	chapter
彼前1:6#2	300	302	五1	彼前5:1	-	chapter
彼前1:6#2	341	346	五8～10	彼前5:8	-	chapter
彼前1:6#2	372	374	17	彼前1:17	-	bare
彼前1:6#2	391	394	四17	彼前4:17	-	chapter
彼前1:7#3	40	42	二4	彼前2:4	-	chapter
彼前1:7#3	43	46	6～7	彼前2:6	-	bare
彼前1:7#3	57	59	19	彼前1:19	-	bare
彼前1:7#3	71	75	彼後一4	彼後1:4	-	book
彼前1:7#3	86	90	彼後一1	彼後1:1	-	book
彼前1:7#3	103	104	7	彼前1:7	-	bare
彼前1:7#4	10	15	太二八20	太28:20	-	book
彼前1:7#5	0	2	6節	彼前1:6	-	bare
彼前1:8#2	40	43	加三2	加3:2	-	book
彼前1:8#2	48	50	7節	彼前1:7	-	bare
彼前1:9#1	9	11	8節	彼前1:8	-	bare
彼前1:9#1	19	21	7節	彼前1:7	-	bare
彼前1:9#2	15	22	帖前五23註5	帖前5:23	5	book
彼前1:9#2	23	29	來四12註2	來4:12	2	book
彼前1:9#2	46	51	約三5～6	約3:5	-	book
彼前1:9#2	76	80	腓三21	腓3:21	-	book
彼前1:9#2	81	85	羅八23	羅8:23	-	book
彼前1:9#2	167	174	太十37～39	太10:37	-	book
彼前1:9#2	175	182	十六24～27	太16:24	-	chapter
彼前1:9#2	183	191	路十七30～33	路17:30	-	book
彼前1:9#2	192	197	約十二25	約12:25	-	book
彼前1:9#2	226	231	太二五21	太25:21	-	book
彼前1:9#2	232	234	23	太25:23	-	bare
彼前1:9#2	235	242	二四45～46	太24:45	-	chapter
彼前1:9#2	256	261	太二五30	太25:30	-	book
彼前1:9#2	262	266	二四51	太24:51	-	chapter
彼前1:9#2	285	292	來十39與註3	來10:39	3	book
彼前1:10#1	12	16	13註4	彼前1:13	4	bare
彼前1:10#1	24	30	約一14註4	約1:14	4	book
彼前1:10#1	31	39	林前十五10註1	林前15:10	1	book
彼前1:10#2	30	38	路二四25～27	路24:25	-	book
彼前1:10#2	39	44	44～46	路24:44	-	bare
彼前1:11#2	73	79	羅八9～11	羅8:9	-	book
彼前1:11#2	110	114	約七39	約7:39	-	book
彼前1:11#2	215	219	來九14	來9:14	-	book
彼前1:11#2	278	282	啟十三8	啟13:8	-	book
彼前1:11#3	29	34	賽五三10	賽53:10	-	book
彼前1:11#4	14	19	路二四26	路24:26	-	book
彼前1:11#4	35	38	四13	彼前4:13	-	chapter
彼前1:11#4	39	43	羅八17	羅8:17	-	book
彼前1:11#4	67	71	詩二二1	詩22:1	-	book
彼前1:11#4	72	75	6～8	詩22:6	-	bare
彼前1:11#4	76	81	12～18	詩22:12	-	bare
彼前1:11#4	82	90	賽五三2～10上	賽53:2	-	book
彼前1:11#4	91	94	12下	賽53:12	-	bare
彼前1:11#4	95	99	但九26	但9:26	-	book
彼前1:11#4	100	106	亞十二10中	亞12:10	-	book
彼前1:11#4	107	113	亞十三6～7	亞13:6	-	book
彼前1:11#4	220	224	約十七1	約17:1	-	book
彼前1:11#4	294	295	5	彼前1:5	-	bare
彼前1:11#4	296	297	9	彼前1:9	-	bare
彼前1:11#4	298	301	10節	彼前1:10	-	bare
彼前1:11#4	359	361	12	彼前1:12	-	bare
彼前1:11#5	26	31	路二四26	路24:26	-	book
彼前1:11#5	32	36	徒三13	徒3:13	-	book
彼前1:11#5	46	50	徒二33	徒2:33	-	book
彼前1:11#5	51	54	來二9	來2:9	-	book
彼前1:11#5	64	68	啟十八1	啟18:1	-	book
彼前1:11#5	69	74	太二五31	太25:31	-	book
彼前1:11#5	86	91	提後二12	提後2:12	-	book
彼前1:11#5	92	96	啟二十4	啟20:4	-	book
彼前1:11#5	97	98	6	啟20:6	-	bare
彼前1:11#5	101	108	詩十六8～10	詩16:8	-	book
彼前1:11#5	109	116	二二21～22	詩22:21	-	chapter
彼前1:11#5	117	125	一一八22～24	詩118:22	-	chapter
彼前1:11#5	126	130	一一○1	詩110:1	-	chapter
彼前1:11#5	131	132	4	詩110:4	-	bare
彼前1:11#5	133	138	一一八26	詩118:26	-	chapter
彼前1:11#5	139	145	亞十四4～5	亞14:4	-	book
彼前1:11#5	146	153	但七13～14	但7:13	-	book
彼前1:11#5	154	161	詩二四7～10	詩24:7	-	book
彼前1:11#5	162	168	七二8～11	詩72:8	-	chapter
彼前1:11#6	94	96	12	彼前1:12	-	bare
彼前1:12#1	1	4	11節	彼前1:11	-	bare
彼前1:12#3	59	65	路二8～14	路2:8	-	book
彼前1:12#3	82	87	路十五10	路15:10	-	book
彼前1:12#3	104	108	來一14	來1:14	-	book
彼前1:12#3	109	114	徒十二15	徒12:15	-	book
彼前1:12#3	115	120	太十八10	太18:10	-	book
耶46:1#1	115	120	約十二31	約12:31	-	book
耶46:1#1	121	128	十七14～21	約17:14	-	chapter
耶46:1#1	129	133	加六14	加6:14	-	book
耶46:1#1	134	138	彼後一4	彼後1:4	-	book
耶46:1#1	139	147	約壹二15～17	約壹2:15	-	book
耶46:1#1	174	181	加六16與註4	加6:16	4	book
耶46:1#1	270	274	弗二10	弗2:10	-	book
耶46:1#1	298	303	啟二一24	啟21:24	-	book
耶46:1#1	304	306	26	啟21:26	-	bare
耶46:1#1	307	311	二二2下	啟22:2	-	chapter
耶46:2#1	17	21	詩八七4	詩87:4	-	book
耶46:2#1	22	26	賽五一9	賽51:9	-	book
耶46:2#1	40	45	創十二10	創12:10	-	book
耶46:2#1	46	54	四一57～四二3	創41:57	-	chapter
耶46:2#1	55	61	民十一4～6	民11:4	-	book
耶46:2#1	62	67	來十一25	來11:25	-	book
耶46:2#1	86	91	約十二31	約12:31	-	book
耶46:2#1	114	120	出一8～14	出1:8	-	book
耶46:26#1	5	13	賽十九19～25	賽19:19	-	book
耶46:27#1	42	48	27～28節	耶46:27	-	bare
耶46:27#1	63	70	三十10～11	耶30:10	-	chapter
耶46:27#1	83	88	太十九28	太19:28	-	book
耶46:27#1	101	107	啟二十4～6	啟20:4	-	book
耶47:1#1	15	20	出十五14	出15:14	-	book
耶47:1#1	63	67	士十三1	士13:1	-	book
耶47:1#1	68	71	十四4	士14:4	-	chapter
耶47:1#1	72	79	撒上四3～11	撒上4:3	-	book
耶47:1#1	80	83	十七1	撒上17:1	-	chapter
耶47:1#1	84	85	4	撒上17:4	-	bare
耶47:1#1	86	91	45～49	撒上17:45	-	bare
耶47:1#1	94	100	撒上六4註1	撒上6:4	1	book
耶48:1#1	23	31	創十九30～38	創19:30	-	book
耶48:1#1	89	95	民二五1～5	民25:1	-	book
耶48:1#1	96	101	彼後二15	彼後2:15	-	book
耶48:1#1	102	106	啟二14	啟2:14	-	book
耶48:1#1	132	139	民二二1～21	民22:1	-	book
耶48:1#1	140	144	申二三4	申23:4	-	book
耶48:1#1	169	173	申二三3	申23:3	-	book
耶48:1#1	202	206	太一5下	太1:5	-	book
耶48:1#1	223	230	得一14～18	得1:14	-	book
耶48:7#1	7	13	王上十一33	王上11:33	-	book
彼前1:13#1	0	5	3～12節	彼前1:3	-	bare
彼前1:13#1	45	46	3	彼前1:3	-	bare
彼前1:13#1	59	60	9	彼前1:9	-	bare
彼前1:13#1	78	80	11	彼前1:11	-	bare
彼前1:13#1	97	99	12	彼前1:12	-	bare
彼前1:13#2	21	26	3～12節	彼前1:3	-	bare
彼前1:13#3	12	13	3	彼前1:3	-	bare
彼前1:13#4	7	8	5	彼前1:5	-	bare
彼前1:13#4	9	13	9～10	彼前1:9	-	bare
彼前1:13#4	43	47	約一17	約1:17	-	book
彼前1:15#1	29	30	2	彼前1:2	-	bare
彼前1:15#1	57	58	3	彼前1:3	-	bare
彼前1:15#1	81	86	18～19	彼前1:18	-	bare
彼前1:15#1	120	121	2	彼前1:2	-	bare
彼前1:15#1	160	165	15～16	彼前1:15	-	bare
彼前1:15#2	11	12	2	彼前1:2	-	bare
彼前1:15#2	41	42	3	彼前1:3	-	bare
彼前1:17#1	6	10	羅三20	羅3:20	-	book
彼前1:17#1	11	15	加二16	加2:16	-	book
彼前1:17#2	42	46	約五22	約5:22	-	book
彼前1:17#2	117	120	四17	彼前4:17	-	chapter
彼前1:17#2	151	154	二23	彼前2:23	-	chapter
彼前1:17#2	155	159	四5～6	彼前4:5	-	chapter
彼前1:17#2	160	162	17	彼前4:17	-	bare
彼前1:17#2	163	169	彼後二3～4	彼後2:3	-	book
彼前1:17#2	170	171	9	彼後2:9	-	bare
彼前1:17#2	172	174	三7	彼後3:7	-	chapter
彼前1:17#2	196	202	彼後二3～4	彼後2:3	-	book
彼前1:17#2	215	221	彼後二5～9	彼後2:5	-	book
彼前1:17#2	243	245	17	彼前1:17	-	bare
彼前1:17#2	246	249	二23	彼前2:23	-	chapter
彼前1:17#2	250	252	四6	彼前4:6	-	chapter
彼前1:17#2	253	255	17	彼前4:17	-	bare
彼前1:17#2	270	275	彼後三10	彼後3:10	-	book
彼前1:17#2	307	314	彼後三12註2	彼後3:12	2	book
彼前1:17#2	344	346	四5	彼前4:5	-	chapter
彼前1:17#2	347	351	彼後三7	彼後3:7	-	book
彼前1:17#2	364	370	彼後三10下	彼後3:10	-	book
彼前1:17#2	371	373	12	彼後3:12	-	bare
彼前1:17#2	421	427	彼後二1註5	彼後2:1	5	book
彼前1:17#2	482	487	彼後三13	彼後3:13	-	book
彼前1:17#3	77	80	四17	彼前4:17	-	chapter
彼前1:17#3	140	147	來十二9～10	來12:9	-	book
彼前1:17#4	10	14	腓二12	腓2:12	-	book
彼前1:18#1	6	9	15節	彼前1:15	-	bare
彼前1:18#1	51	54	弗一7	弗1:7	-	book
彼前1:18#1	55	59	來九15	來9:15	-	book
彼前1:18#1	60	64	多二14	多2:14	-	book
彼前1:18#1	233	235	17	彼前1:17	-	bare
彼前1:18#1	259	261	14	彼前1:14	-	bare
彼前1:18#1	310	315	15～16	彼前1:15	-	bare
彼前1:19#1	71	73	18	彼前1:18	-	bare
彼前1:19#1	74	76	15	彼前1:15	-	bare
彼前1:20#1	35	39	約一29	約1:29	-	book
彼前1:20#1	110	114	啟十三8	啟13:8	-	book
彼前1:20#2	11	16	來一2註1	來1:2	1	book
彼前1:21#1	23	30	加三26～27	加3:26	-	book
彼前1:21#2	12	16	約十七1	約17:1	-	book
彼前1:21#2	27	29	11	彼前1:11	-	bare
彼前1:21#3	1	9	林前十三13註1	林前13:13	1	book
彼前1:22#1	21	26	約十七17	約17:17	-	book
彼前1:22#2	38	43	15～16	彼前1:15	-	bare
彼前1:22#2	51	54	來一3	來1:3	-	book
彼前1:22#2	59	63	約壹一7	約壹1:7	-	book
彼前1:22#2	98	102	弗五26	弗5:26	-	book
彼前1:22#2	112	118	弗五26註3	弗5:26	3	book
彼前1:22#3	72	76	徒十五9	徒15:9	-	book
彼前1:22#3	77	80	雅四8	雅4:8	-	book
彼前1:22#3	170	176	提前一1註1	提前1:1	1	book
彼前1:22#3	253	257	雅一21	雅1:21	-	book
彼前1:22#3	269	274	約十七17	約17:17	-	book
彼前1:22#4	35	40	可十二30	可12:30	-	book
彼前1:22#4	83	88	15～16	彼前1:15	-	bare
彼前1:23#1	4	7	22節	彼前1:22	-	bare
彼前1:25#1	1	4	23節	彼前1:23	-	bare
彼前1:25#2	0	3	23節	彼前1:23	-	bare
耶48:47#1	34	39	啟二一24	啟21:24	-	book
耶48:47#1	40	42	26	啟21:26	-	bare
耶48:47#1	43	47	二二2下	啟22:2	-	chapter
耶48:47#1	57	60	四九6	耶49:6	-	chapter
耶48:47#1	63	68	四六1註1	耶46:1	1	chapter
耶49:1#1	22	30	創十九30～38	創19:30	-	book
耶49:1#1	63	68	士十一12	士11:12	-	book
耶49:1#1	69	76	撒上十二12上	撒上12:12	-	book
耶49:1#1	77	86	代下二十10～11	代下20:10	-	book
耶49:1#1	87	93	詩八三4～8	詩83:4	-	book
耶49:1#1	94	99	王上十一5	王上11:5	-	book
耶49:1#1	100	101	7	王上11:7	-	bare
耶49:1#2	12	18	王上十一33	王上11:33	-	book
耶49:6#1	1	7	四八47註1	耶48:47	1	chapter
耶49:7#1	13	17	創三六1	創36:1	-	book
耶49:7#1	59	62	10上	耶49:10	-	bare
耶49:7#1	63	72	創二五21～26上	創25:21	-	book
耶49:7#1	73	77	瑪一3上	瑪1:3	-	book
耶49:7#1	78	83	羅九13下	羅9:13	-	book
耶49:7#1	84	93	王上十一14～16	王上11:14	-	book
耶49:7#1	94	99	王下八20	王下8:20	-	book
耶49:7#1	100	102	22	王下8:22	-	bare
耶49:7#1	103	109	詩八三4～6	詩83:4	-	book
耶49:7#1	110	114	一三七7	詩137:7	-	chapter
耶49:7#1	115	120	民二十21	民20:21	-	book
耶49:7#1	163	167	加四29	加4:29	-	book
耶49:7#1	168	171	五17	加5:17	-	chapter
耶49:11#1	43	49	提前二3～4	提前2:3	-	book
耶49:22#1	84	92	啟十四17～20	啟14:17	-	book
耶49:22#1	93	100	十六12～16	啟16:12	-	chapter
耶49:22#1	101	108	十九11～15	啟19:11	-	chapter
耶49:22#1	109	114	19～21	啟19:19	-	bare
耶49:22#1	115	121	賽六三1～6	賽63:1	-	book
耶49:22#1	122	127	珥三1～2	珥3:1	-	book
耶49:22#1	128	132	9～13	珥3:9	-	bare
耶49:22#1	135	141	賽六三2註1	賽63:2	1	book
彼前2:1#1	0	5	1～10節	彼前2:1	-	bare
彼前2:1#1	45	47	一3	彼前1:3	-	chapter
彼前2:1#1	48	50	23	彼前1:23	-	bare
彼前2:1#1	58	60	一2	彼前1:2	-	chapter
彼前2:1#1	61	66	18～19	彼前1:18	-	bare
彼前2:1#1	75	77	一2	彼前1:2	-	chapter
彼前2:1#1	98	104	一15～16	彼前1:15	-	chapter
彼前2:1#1	126	127	2	彼前2:2	-	bare
彼前2:1#1	138	139	5	彼前2:5	-	bare
彼前2:2#1	8	10	一3	彼前1:3	-	chapter
彼前2:2#1	11	13	23	彼前1:23	-	bare
彼前2:2#2	10	12	1節	彼前2:1	-	bare
彼前2:2#3	5	9	羅十二1	羅12:1	-	book
彼前2:2#5	69	73	羅八30	羅8:30	-	book
彼前2:2#5	101	105	一5註6	彼前1:5	6	chapter
彼前2:2#5	175	180	一5與註6	彼前1:5	6	chapter
彼前2:2#5	181	185	9～10	彼前1:9	-	bare
彼前2:2#5	186	188	13	彼前1:13	-	bare
彼前2:2#5	210	212	5節	彼前2:5	-	bare
彼前2:2#5	243	245	9節	彼前2:9	-	bare
彼前2:3#1	34	35	2	彼前2:2	-	bare
彼前2:4#1	8	11	一19	彼前1:19	-	chapter
彼前2:4#2	51	57	一23～24	彼前1:23	-	chapter
彼前2:4#2	87	88	5	彼前2:5	-	bare
彼前2:4#2	207	212	賽二八16	賽28:16	-	book
彼前2:5#1	42	46	羅九21	羅9:21	-	book
彼前2:5#1	114	118	約一42	約1:42	-	book
彼前2:5#1	150	158	太十六16～18	太16:16	-	book
彼前2:5#7	59	63	來七12	來7:12	-	book
彼前2:5#7	89	92	來七5	來7:5	-	book
彼前2:5#7	133	135	9節	彼前2:9	-	bare
彼前2:5#7	354	356	2上	彼前2:2	-	bare
彼前2:5#7	368	370	2下	彼前2:2	-	bare
彼前2:5#8	90	95	羅十五16	羅15:16	-	book
彼前2:5#8	118	122	羅十二1	羅12:1	-	book
彼前2:5#8	123	131	來十三15～16	來13:15	-	book
彼前2:5#8	132	136	腓四18	腓4:18	-	book
彼前2:6#2	23	27	弗二20	弗2:20	-	book
彼前2:6#3	1	4	4註1	彼前2:4	1	bare
彼前2:6#4	1	7	弗二20註3	弗2:20	3	book
彼前2:7#2	18	22	徒四11	徒4:11	-	book
彼前2:7#2	46	54	太二一38～42	太21:38	-	book
彼前2:7#3	38	45	徒四10～11	徒4:10	-	book
彼前2:8#1	7	8	6	彼前2:6	-	bare
彼前2:8#1	39	45	太二一44上	太21:44	-	book
彼前2:8#2	1	5	6～8節	彼前2:6	-	bare
彼前2:9#1	98	105	多二14與註4	多2:14	4	book
彼前2:9#1	202	203	5	彼前2:5	-	bare
彼前2:9#2	1	4	5註6	彼前2:5	6	bare
彼前2:9#2	49	54	來七1～2	來7:1	-	book
彼前2:9#2	55	58	1註2	來7:1	2	bare
彼前2:9#2	59	61	26	來7:26	-	bare
彼前2:9#2	62	67	創十四18	創14:18	-	book
彼前2:9#3	1	6	羅一2註3	羅1:2	3	book
彼前2:9#4	26	27	2	彼前2:2	-	bare
彼前2:9#4	43	44	5	彼前2:5	-	bare
彼前2:9#5	65	70	徒二六18	徒26:18	-	book
彼前2:9#5	71	75	西一13	西1:13	-	book
彼前2:9#6	15	22	彼後一3與註6	彼後1:3	6	book
彼前2:9#6	83	87	彼後一3	彼後1:3	-	book
彼前2:10#1	3	7	何二23	何2:23	-	book
彼前2:10#1	13	20	羅九24～27	羅9:24	-	book
彼前2:10#1	59	62	羅九6	羅9:6	-	book
耶49:23#1	12	16	撒下八5	撒下8:5	-	book
耶49:23#1	36	45	王上十五18～21	王上15:18	-	book
耶49:23#1	46	53	十九15～16	王上19:15	-	chapter
耶49:23#1	54	62	王下十六7～16	王下16:7	-	book
耶49:23#1	63	72	王上十一23～25	王上11:23	-	book
耶49:23#1	73	80	代上十八5～6	代上18:5	-	book
耶49:23#1	81	87	代下二四23	代下24:23	-	book
耶49:28#1	14	22	賽二一13～17	賽21:13	-	book
耶49:28#1	23	28	結二七21	結27:21	-	book
耶49:28#1	43	48	創二五13	創25:13	-	book
耶49:28#1	59	64	詩一二○5	詩120:5	-	book
耶49:28#1	65	68	歌一5	歌1:5	-	book
耶49:28#1	69	73	賽六十7	賽60:7	-	book
耶49:28#1	87	95	書十一10～13	書11:10	-	book
耶49:28#1	96	101	士四2～3	士4:2	-	book
耶49:28#1	102	107	撒上十二9	撒上12:9	-	book
耶49:34#1	13	17	創十22	創10:22	-	book
耶49:34#1	40	43	但八2	但8:2	-	book
耶49:34#1	44	47	斯一2	斯1:2	-	book
耶49:34#1	61	66	拉四8～9	拉4:8	-	book
耶49:34#1	83	87	創十四1	創14:1	-	book
耶49:34#1	88	90	17	創14:17	-	bare
耶49:34#1	111	116	約十五19	約15:19	-	book
耶49:39#1	31	36	啟二一24	啟21:24	-	book
耶49:39#1	37	39	26	啟21:26	-	bare
耶49:39#1	40	44	二二2下	啟22:2	-	chapter
耶49:39#1	47	52	四六1註1	耶46:1	1	chapter
耶50:1#1	14	20	創十一7～9	創11:7	-	book
耶50:1#1	53	59	創十6～11	創10:6	-	book
耶50:1#1	60	67	但二31～32	但2:31	-	book
耶50:1#1	68	70	38	但2:38	-	bare
耶50:1#1	102	105	38下	耶50:38	-	bare
耶50:1#1	106	110	書二四2	書24:2	-	book
耶50:1#1	111	117	創十一3～4	創11:3	-	book
耶50:1#1	176	180	賽十四4	賽14:4	-	book
耶50:1#1	181	186	11～15	賽14:11	-	bare
耶50:1#1	220	229	代下三六17～20	代下36:17	-	book
耶50:1#1	269	273	啟十七5	啟17:5	-	book
耶50:1#1	274	277	十八2	啟18:2	-	chapter
耶50:1#1	329	333	五一11	耶51:11	-	chapter
耶50:1#1	334	338	啟十四8	啟14:8	-	book
耶50:1#1	339	344	十六19下	啟16:19	-	chapter
耶50:1#1	345	349	十七16	啟17:16	-	chapter
耶50:1#1	350	356	十八8～10	啟18:8	-	chapter
耶50:1#1	419	427	賽十四22～23	賽14:22	-	book
耶50:1#1	428	433	耶五十39	耶50:39	-	book
耶50:1#1	434	438	五一62	耶51:62	-	chapter
耶50:1#1	499	506	但二32～34	但2:32	-	book
耶50:2#1	19	23	賽四六1	賽46:1	-	book
耶50:3#1	5	9	五一11	耶51:11	-	chapter
耶50:3#1	10	12	28	耶51:28	-	bare
耶50:7#1	13	18	申三三27	申33:27	-	book
耶50:7#1	19	23	詩九十1	詩90:1	-	book
耶50:7#1	24	29	約壹四16	約壹4:16	-	book
耶50:7#1	30	35	啟二一22	啟21:22	-	book
耶50:8#1	1	8	賽四八20註1	賽48:20	1	book
耶50:15#1	83	88	代下三六7	代下36:7	-	book
耶50:15#1	89	91	18	代下36:18	-	bare
耶50:15#1	92	97	但一1～2	但1:1	-	book
耶50:15#1	131	133	28	耶50:28	-	bare
耶50:15#1	134	138	五一11	耶51:11	-	chapter
耶50:28#1	1	5	15註1	耶50:15	1	bare
彼前2:11#1	17	21	羅七18	羅7:18	-	book
彼前2:11#1	22	27	23～24	羅7:23	-	bare
彼前2:11#1	63	70	羅七19～23	羅7:19	-	book
彼前2:12#2	12	15	一15	彼前1:15	-	chapter
彼前2:12#2	29	32	三16	彼前3:16	-	chapter
彼前2:12#2	73	76	一18	彼前1:18	-	chapter
彼前2:12#3	65	67	25	彼前2:25	-	bare
彼前2:13#1	0	8	彼前二13～20	彼前2:13	-	book
彼前2:13#1	26	28	12	彼前2:12	-	bare
彼前2:13#2	11	13	12	彼前2:12	-	bare
彼前2:15#1	7	9	12	彼前2:12	-	bare
彼前2:18#1	1	6	一17註4	彼前1:17	4	chapter
彼前2:19#1	57	60	三16	彼前3:16	-	chapter
彼前2:19#1	61	65	提前一5	提前1:5	-	book
彼前2:19#1	66	68	19	提前1:19	-	bare
彼前2:19#1	69	71	三9	提前3:9	-	chapter
彼前2:19#1	72	76	提後一3	提後1:3	-	book
彼前2:19#2	6	11	20～21	彼前2:20	-	bare
彼前2:19#2	55	61	三14～18	彼前3:14	-	chapter
彼前2:19#2	62	68	四12～16	彼前4:12	-	chapter
彼前2:19#3	62	64	20	彼前2:20	-	bare
彼前2:19#3	69	76	路六33～34	路6:33	-	book
彼前2:19#3	80	84	羅七25	羅7:25	-	book
彼前2:21#1	24	29	18～20	彼前2:18	-	bare
彼前2:21#2	89	93	19註3	彼前2:19	3	bare
彼前2:23#2	1	6	一17註2	彼前1:17	2	chapter
彼前2:24#1	30	35	申二一23	申21:23	-	book
彼前2:24#1	36	40	加三13	加3:13	-	book
彼前2:24#2	31	35	來七27	來7:27	-	book
彼前2:24#4	33	36	羅六8	羅6:8	-	book
彼前2:24#4	37	42	10～11	羅6:10	-	bare
彼前2:24#4	43	45	18	羅6:18	-	bare
彼前2:24#6	11	14	弗二6	弗2:6	-	book
彼前2:24#6	15	20	約十四19	約14:19	-	book
彼前2:24#6	21	26	提後二11	提後2:11	-	book
彼前2:24#8	15	18	弗二1	弗2:1	-	book
彼前2:25#3	20	22	24	彼前2:24	-	bare
彼前2:25#3	91	93	21	彼前2:21	-	bare
彼前3:1#1	1	4	二18	彼前2:18	-	chapter
彼前3:2#1	1	6	一17註4	彼前1:17	4	chapter
彼前3:2#2	9	11	5節	彼前3:5	-	bare
彼前3:2#2	15	18	一15	彼前1:15	-	chapter
彼前3:2#2	43	46	一15	彼前1:15	-	chapter
彼前3:2#2	54	57	二12	彼前2:12	-	chapter
彼前3:2#2	65	67	16	彼前3:16	-	bare
彼前3:3#2	21	27	林前十一15	林前11:15	-	book
彼前3:3#2	28	31	歌四1	歌4:1	-	book
彼前3:3#2	32	34	六5	歌6:5	-	chapter
彼前3:3#2	35	37	七5	歌7:5	-	chapter
彼前3:4#1	89	93	來四12	來4:12	-	book
彼前3:7#3	19	23	羅九21	羅9:21	-	book
彼前3:7#3	24	26	23	羅9:23	-	bare
彼前3:7#3	51	55	林後四7	林後4:7	-	book
彼前3:7#3	94	99	提後二21	提後2:21	-	book
彼前3:7#5	72	80	約壹五11～12	約壹5:11	-	book
彼前3:7#5	81	88	約七38～39	約7:38	-	book
彼前3:7#5	89	93	啟二二1	啟22:1	-	book
彼前3:7#5	110	114	一4註4	彼前1:4	4	chapter
耶50:31#1	3	6	32節	耶50:32	-	bare
耶51:6#1	1	8	賽四八20註1	賽48:20	1	book
耶51:11#1	1	7	五十15註1	耶50:15	1	chapter
彼前3:9#2	55	59	太十13	太10:13	-	book
彼前3:15#1	25	30	13～14	彼前3:13	-	bare
彼前3:15#2	14	18	一3註7	彼前1:3	7	chapter
彼前3:15#2	19	22	4註4	彼前1:4	4	bare
彼前3:16#2	7	12	一17註4	彼前1:17	4	chapter
彼前3:16#3	15	18	羅九1	羅9:1	-	book
彼前3:16#3	19	22	八16	羅8:16	-	chapter
彼前3:18#1	9	12	二24	彼前2:24	-	chapter
彼前3:18#1	13	18	林前十五3	林前15:3	-	book
彼前3:18#1	19	23	來九28	來9:28	-	book
彼前3:18#1	47	52	林後五21	林後5:21	-	book
彼前3:18#1	53	57	來九26	來9:26	-	book
彼前3:18#1	176	178	16	彼前3:16	-	bare
彼前3:18#1	209	215	一18～19	彼前1:18	-	chapter
彼前3:18#3	21	24	羅一4	羅1:4	-	book
彼前3:18#3	26	31	約四24上	約4:24	-	book
彼前3:18#3	70	74	約一14	約1:14	-	book
彼前3:19#1	3	6	18節	彼前3:18	-	bare
彼前3:19#2	78	80	20	彼前3:20	-	bare
彼前3:19#2	112	118	彼後二4～5	彼後2:4	-	book
彼前3:19#2	119	121	猶6	猶1:6	-	book
彼前3:19#2	132	136	來一14	來1:14	-	book
彼前3:19#2	179	182	羅十7	羅10:7	-	book
彼前3:19#3	12	16	彼後二4	彼後2:4	-	book
彼前3:19#3	17	19	猶6	猶1:6	-	book
彼前3:20#2	46	50	來二14	來2:14	-	book
彼前3:20#2	51	55	西二15	西2:15	-	book
彼前3:20#3	75	80	出十四22	出14:22	-	book
彼前3:20#3	81	83	29	出14:29	-	bare
彼前3:20#3	84	90	林前十1～2	林前10:1	-	book
彼前3:20#3	110	112	21	彼前3:21	-	bare
彼前3:20#4	21	26	徒二七44	徒27:44	-	book
彼前3:21#1	134	140	一18～19	彼前1:18	-	chapter
彼前3:21#1	229	234	羅六4～5	羅6:4	-	book
彼前3:21#1	252	255	二12	彼前2:12	-	chapter
彼前3:21#2	53	58	可十六16	可16:16	-	book
彼前3:21#2	59	64	徒二二16	徒22:16	-	book
彼前3:21#3	220	225	太二八19	太28:19	-	book
彼前3:22#1	102	105	羅六3	羅6:3	-	book
彼前3:22#1	106	110	加三27	加3:27	-	book
耶51:44#1	8	12	賽四六1	賽46:1	-	book
耶51:45#1	1	8	賽四八20註1	賽48:20	1	book
耶52:7#1	1	6	三九4註1	耶39:4	1	chapter
耶52:11#1	1	6	三九7註1	耶39:7	1	chapter
耶52:17#1	2	8	17～23節	耶52:17	-	bare
彼前4:1#2	34	38	一6～7	彼前1:6	-	chapter
彼前4:1#2	39	45	二18～25	彼前2:18	-	chapter
彼前4:1#2	46	51	三8～17	彼前3:8	-	chapter
彼前4:1#2	52	58	四12～19	彼前4:12	-	chapter
彼前4:1#2	76	82	三18～22	彼前3:18	-	chapter
彼前4:1#2	124	128	羅十二2	羅12:2	-	book
