host	start	end	text	target	note	src
太1:1#1	12	17	啟二二21	啟22:21	-	book
太1:1#1	716	721	羅九6～8	羅9:6	-	book
太1:1#1	732	735	加三7	加3:7	-	book
太1:1#1	736	737	9	加3:9	-	bare
太1:1#1	738	740	29	加3:29	-	bare
太1:1#2	34	41	路三23～38	路3:23	-	book
太1:1#2	80	81	1	太1:1	-	bare
太1:1#2	82	87	16～17	太1:16	-	bare
太1:1#3	35	43	撒下七12～13	撒下7:12	-	book
太1:1#3	44	51	路一32～33	路1:32	-	book
太1:1#3	83	87	王上六2	王上6:2	-	book
太1:1#3	97	105	王上十23～24	王上10:23	-	book
太1:1#3	106	111	太十二42	太12:42	-	book
太1:1#4	42	50	創二二17～18	創22:17	-	book
太1:1#4	51	55	加三16	加3:16	-	book
太1:1#4	56	58	14	加3:14	-	bare
太1:1#4	96	103	創二二9～10	創22:9	-	book
太1:1#4	104	109	來十一19	來11:19	-	book
太1:1#4	125	133	創二四61～67	創24:61	-	book
太1:2#1	12	17	創十六15	創16:15	-	book
太1:2#1	18	23	二一2～3	創21:2	-	chapter
太1:2#1	24	27	二五2	創25:2	-	chapter
太1:2#1	45	50	羅九7～8	羅9:7	-	book
太1:2#1	80	85	創二二18	創22:18	-	book
太1:2#1	86	89	二六4	創26:4	-	chapter
太1:2#2	17	25	創二五21～26	創25:21	-	book
太1:2#2	38	45	羅九10～13	羅9:10	-	book
太1:2#2	79	84	創二二18	創22:18	-	book
太1:2#2	85	88	二六4	創26:4	-	chapter
太1:2#2	89	93	二八14	創28:14	-	chapter
太1:2#3	63	69	創四九3～4	創49:3	-	book
太1:2#3	70	76	代上五1～2	代上5:1	-	book
太1:2#3	127	134	申三三8～10	申33:8	-	book
太1:2#3	146	151	創四九10	創49:10	-	book
太1:2#3	152	156	代上五2	代上5:2	-	book
太1:2#3	181	185	來七14	來7:14	-	book
太1:3#1	11	17	創五1～32	創5:1	-	book
太1:3#1	66	68	16	太1:16	-	bare
太1:3#1	86	87	5	太1:5	-	bare
太1:3#1	103	104	6	太1:6	-	bare
太1:3#1	216	223	創三八6～30	創38:6	-	book
太1:3#2	57	65	創三八27～30	創38:27	-	book
太1:5#1	13	16	書二1	書2:1	-	book
太1:5#1	32	36	書六26	書6:26	-	book
太1:5#1	51	58	書六22～23	書6:22	-	book
太1:5#1	59	61	25	書6:25	-	bare
太1:5#1	62	67	來十一31	來11:31	-	book
太1:5#1	88	96	代上二10～11	代上2:10	-	book
太1:5#2	22	28	得四1～17	得4:1	-	book
太1:5#3	18	21	得一4	得1:4	-	book
太1:5#3	40	48	創十九30～38	創19:30	-	book
太1:5#3	50	54	申二三3	申23:3	-	book
太1:5#3	128	135	得一15～17	得1:15	-	book
太1:5#3	136	142	二11～12	得2:11	-	chapter
太1:5#4	0	4	賽十一1	賽11:1	-	book
太1:5#4	44	49	賽十一10	賽11:10	-	book
太1:6#1	22	31	撒上十六10～13	撒上16:10	-	book
太1:6#1	81	87	撒上十三14	撒上13:14	-	book
太1:6#3	22	27	撒下十一3	撒下11:3	-	book
太1:6#3	67	76	撒下十一26～27	撒下11:26	-	book
太1:6#3	114	119	王上十五5	王上15:5	-	book
太1:6#4	36	44	撒下十二1～12	撒下12:1	-	book
太1:6#4	79	85	撒下十二13	撒下12:13	-	book
太1:6#4	96	102	撒下十二24	撒下12:24	-	book
太1:6#4	168	172	路三31	路3:31	-	book
太1:6#4	174	178	代上三5	代上3:5	-	book
太1:6#4	420	422	16	太1:16	-	bare
太1:6#4	454	462	撒下七13～14	撒下7:13	-	book
太1:6#4	463	467	耶二三5	耶23:5	-	book
創1:1#1	53	57	弗一10	弗1:10	-	book
創1:1#1	58	60	三9	弗3:9	-	chapter
創1:1#1	61	66	提前一4下	提前1:4	-	book
創1:1#1	112	115	西二9	西2:9	-	book
創1:1#1	116	122	一15～19	西1:15	-	chapter
創1:1#1	123	127	約一18	約1:18	-	book
創1:1#1	158	166	弗一22下～23	弗1:22	-	book
創1:1#1	167	172	三8～11	弗3:8	-	chapter
創1:1#1	525	528	一26	創1:26	-	chapter
創1:1#1	547	551	三二28	創32:28	-	chapter
創1:1#1	552	555	四八2	創48:2	-	chapter
創1:1#1	658	661	約一1	約1:1	-	book
創1:1#1	662	663	4	約1:4	-	bare
創1:1#1	664	668	十一25	約11:25	-	chapter
創1:1#1	669	672	十四6	約14:6	-	chapter
創1:1#1	859	862	約一1	約1:1	-	book
創1:1#1	892	900	啟二十11～15	啟20:11	-	book
創1:1#1	935	939	弗三11	弗3:11	-	book
創1:1#2	53	56	26節	創1:26	-	bare
創1:1#2	77	80	27節	創1:27	-	bare
創1:1#2	129	133	賽四五5	賽45:5	-	book
創1:1#2	134	138	林前八4	林前8:4	-	book
創1:1#2	139	143	提前二5	提前2:5	-	book
創1:1#2	158	163	太二八19	太28:19	-	book
創1:1#2	184	192	林後十三14註1	林後13:14	1	book
創1:1#2	219	225	一1～二25	創1:1	-	chapter
創1:1#2	247	254	三1～十一32	創3:1	-	chapter
創1:1#2	278	286	十二1～五十26	創12:1	-	chapter
創1:1#3	17	19	二4	創2:4	-	chapter
創1:1#3	25	27	二7	創2:7	-	chapter
創1:1#3	86	89	弗一5	弗1:5	-	book
創1:1#3	90	91	9	弗1:9	-	bare
創1:1#3	109	116	西一15～19	西1:15	-	book
創1:1#3	129	134	提前三16	提前3:16	-	book
創1:1#3	151	157	詩十九1～2	詩19:1	-	book
創1:1#3	158	165	羅一20與註1	羅1:20	1	book
創1:1#3	191	194	西二9	西2:9	-	book
創1:1#3	195	198	一15	西1:15	-	chapter
創1:1#3	218	225	弗一10與註2	弗1:10	2	book
創1:1#3	226	233	啟四11與註2	啟4:11	2	book
創1:1#3	249	256	西一15～16	西1:15	-	book
創1:1#3	257	261	來一2下	來1:2	-	book
創1:1#3	268	272	來十一3	來11:3	-	book
創1:1#3	273	278	約一1～3	約1:1	-	book
創1:1#3	289	292	約一1	約1:1	-	book
創1:1#3	293	295	18	約1:18	-	bare
創1:1#3	296	301	啟十九13	啟19:13	-	book
創1:1#4	41	47	伯三八4～7	伯38:4	-	book
創1:1#4	48	51	7註1	伯38:7	1	bare
創1:2#1	13	19	伯三八4～7	伯38:4	-	book
創1:2#1	20	25	賽四五18	賽45:18	-	book
創1:2#1	139	147	賽十四12～15	賽14:12	-	book
創1:2#1	150	158	結二八12～19	結28:12	-	book
創1:2#2	33	37	耶四23	耶4:23	-	book
創1:2#2	38	42	賽二四1	賽24:1	-	book
創1:2#2	43	47	三四11	賽34:11	-	chapter
創1:2#2	64	71	出十21～22	出10:21	-	book
創1:2#2	72	77	啟十六10	啟16:10	-	book
創1:2#3	17	21	約四10	約4:10	-	book
創1:2#3	22	24	14	約4:14	-	bare
創1:2#3	25	28	七38	約7:38	-	chapter
創1:2#3	29	33	啟二二1	啟22:1	-	book
創1:2#3	39	45	七17～24	創7:17	-	chapter
創1:2#3	46	54	出十四21～30	出14:21	-	book
創1:2#3	55	58	約三5	約3:5	-	book
創1:2#3	59	62	羅六3	羅6:3	-	book
創1:2#3	117	123	可一23註1	可1:23	1	book
創1:2#3	124	130	提前四1註6	提前4:1	6	book
創1:2#3	131	137	啟二一1註3	啟21:1	3	book
創1:2#4	0	2	1節	創1:1	-	bare
創1:2#4	12	14	2節	創1:2	-	bare
創1:2#4	30	36	一2下～二3	創1:2	-	chapter
創1:2#5	51	54	羅八2	羅8:2	-	book
創1:2#5	82	84	26	創1:26	-	bare
創1:2#5	109	114	約六63上	約6:63	-	book
創1:3#1	7	9	2下	創1:2	-	bare
創1:3#1	23	30	詩一一九105	詩119:105	-	book
創1:3#1	31	34	130	詩119:130	-	bare
創1:3#1	59	63	約五24	約5:24	-	book
創1:3#1	64	68	六63下	約6:63	-	chapter
創1:3#1	82	89	太四13～16	太4:13	-	book
創1:3#1	90	96	約一1～13	約1:1	-	book
創1:3#1	140	143	羅八2	羅8:2	-	book
創1:3#1	144	148	腓二16	腓2:16	-	book
創1:3#1	149	154	約八12下	約8:12	-	book
創1:3#1	169	175	羅八9～10	羅8:9	-	book
創1:3#1	176	181	林後三17	林後3:17	-	book
創1:3#1	182	190	約十六13～15	約16:13	-	book
創1:3#1	205	208	約一1	約1:1	-	book
創1:3#1	209	212	來一2	來1:2	-	book
創1:3#1	227	232	約八12上	約8:12	-	book
創1:3#1	233	235	九5	約9:5	-	chapter
創1:4#1	14	15	5	創1:5	-	bare
創1:4#1	17	23	林後六14下	林後6:14	-	book
創1:6#2	48	53	西三1～3	西3:1	-	book
創1:6#2	54	58	來四12	來4:12	-	book
創1:7#1	3	5	6節	創1:6	-	bare
創1:8#1	32	33	4	創1:4	-	bare
創1:8#1	34	36	10	創1:10	-	bare
創1:8#1	37	39	12	創1:12	-	bare
創1:8#1	40	42	18	創1:18	-	bare
創1:8#1	43	45	21	創1:21	-	bare
創1:8#1	46	48	25	創1:25	-	bare
創1:8#1	64	67	弗二2	弗2:2	-	book
創1:8#1	68	71	六12	弗6:12	-	chapter
創1:8#1	82	87	太十二43	太12:43	-	book
創1:9#1	35	40	林前十五4	林前15:4	-	book
創1:9#1	59	64	申八7註1	申8:7	1	book
創1:9#1	113	118	11～12	創1:11	-	bare
創1:9#1	119	124	24～27	創1:24	-	bare
創1:9#1	125	127	二7	創2:7	-	chapter
創1:9#1	171	176	約十二24	約12:24	-	book
創1:9#1	177	181	彼前一3	彼前1:3	-	book
創1:10#1	25	28	6～7	創1:6	-	bare
創1:10#1	50	54	耶五22	耶5:22	-	book
創1:10#1	81	88	啟二一1與註3	啟21:1	3	book
創1:10#1	110	118	啟二一25與註2	啟21:25	2	book
創1:11#1	43	47	林前三6	林前3:6	-	book
創1:11#1	91	93	二9	創2:9	-	chapter
創1:11#1	100	107	歌一12～13	歌1:12	-	book
創1:11#1	121	126	29～30	創1:29	-	bare
創1:11#1	132	134	二9	創2:9	-	chapter
創1:11#1	135	143	出十五23～25	出15:23	-	book
創1:11#1	144	147	歌二3	歌2:3	-	book
創1:11#1	148	151	五15	歌5:15	-	chapter
創1:11#1	152	156	賽十一1	賽11:1	-	book
創1:11#1	157	161	約十五1	約15:1	-	book
創1:11#1	162	166	啟二二2	啟22:2	-	book
創1:11#1	171	175	歌一14	歌1:14	-	book
創1:11#1	184	187	約六9	約6:9	-	book
創1:11#1	188	190	13	約6:13	-	bare
創1:11#1	199	204	利二1～3	利2:1	-	book
創1:11#1	205	207	14	利2:14	-	bare
創1:14#1	3	5	7節	創1:7	-	bare
創1:14#2	28	32	詩三六9	詩36:9	-	book
創1:14#2	33	37	太四16	太4:16	-	book
創1:14#2	38	41	約一4	約1:4	-	book
創1:14#2	42	45	八12	約8:12	-	chapter
創1:14#2	46	52	約壹一1～7	約壹1:1	-	book
創1:14#2	74	75	3	創1:3	-	bare
創1:14#2	106	108	16	創1:16	-	bare
創1:14#2	109	116	詩一三六7～9	詩136:7	-	book
創1:14#3	23	30	西二16～17	西2:16	-	book
創1:16#1	19	23	伯三八7	伯38:7	-	book
創1:16#1	53	58	伯九5註1	伯9:5	1	book
創1:16#2	5	10	詩一三六8	詩136:8	-	book
創1:16#2	18	21	瑪四2	瑪4:2	-	book
創1:16#2	22	29	路一78～79	路1:78	-	book
創1:16#2	30	34	太四16	太4:16	-	book
創1:16#2	35	39	弗五14	弗5:14	-	book
創1:16#2	57	63	太十三43上	太13:43	-	book
創1:16#3	5	10	詩一三六9	詩136:9	-	book
創1:16#3	49	52	三七9	創37:9	-	chapter
創1:16#3	73	77	歌六10	歌6:10	-	book
創1:16#3	138	142	腓二15	腓2:15	-	book
創1:16#4	10	15	民二四17	民24:17	-	book
創1:16#4	16	21	彼後一19	彼後1:19	-	book
創1:16#4	22	28	啟二二16下	啟22:16	-	book
創1:16#4	69	77	啟二二16與註4	啟22:16	4	book
創1:16#4	91	95	但十二3	但12:3	-	book
創1:16#4	97	101	啟一20	啟1:20	-	book
創1:16#4	151	154	啟二7	啟2:7	-	book
創1:16#4	155	157	11	啟2:11	-	bare
創1:16#4	158	160	17	啟2:17	-	bare
創1:16#4	161	166	26～28	啟2:26	-	bare
創1:16#4	167	169	三5	啟3:5	-	chapter
創1:16#4	170	172	12	啟3:12	-	bare
創1:16#4	173	178	20～21	啟3:20	-	bare
創1:18#1	13	15	4節	創1:4	-	bare
創1:20#1	30	35	約壹二13	約壹2:13	-	book
創1:20#1	138	143	約十四30	約14:30	-	book
創1:20#1	144	151	十七15～16	約17:15	-	chapter
創1:20#1	187	191	約六9上	約6:9	-	book
創1:20#1	192	195	二一9	約21:9	-	chapter
創1:20#2	55	60	賽四十31	賽40:31	-	book
創1:20#2	99	103	出十九4	出19:4	-	book
創1:20#2	104	112	申三二11～12	申32:11	-	book
創1:20#2	113	118	啟十二14	啟12:14	-	book
創1:20#2	142	146	利一14	利1:14	-	book
創1:20#2	147	149	五7	利5:7	-	chapter
太1:7#1	15	23	王上十一9～12	王上11:9	-	book
太1:7#1	24	30	十二1～17	王上12:1	-	chapter
太1:7#1	52	58	王上十一13	王上11:13	-	book
太1:8#1	18	26	代上三11～12	代上3:11	-	book
太1:8#1	89	94	王下十五1	王下15:1	-	book
太1:8#1	95	97	13	王下15:13	-	bare
太1:8#1	158	165	代下二一5～6	代下21:5	-	book
太1:8#1	166	171	二二1～4	代下22:1	-	chapter
太1:8#1	175	179	出二十5	出20:5	-	book
太1:11#2	18	26	代上三15～16	代上3:15	-	book
太1:11#2	95	104	王下二三34～35	王下23:34	-	book
太1:11#3	31	39	代下三六9～10	代下36:9	-	book
太1:11#3	52	60	耶二二28～30	耶22:28	-	book
太1:11#3	114	122	耶二二28～30	耶22:28	-	book
太1:11#3	144	148	耶二三5	耶23:5	-	book
太1:12#2	24	32	代上三17～19	代上3:17	-	book
太1:12#2	120	126	申二五5～6	申25:5	-	book
太1:12#2	186	191	拉二1～2	拉2:1	-	book
太1:12#2	206	212	亞四7～10	亞4:7	-	book
太1:12#2	235	238	彌五2	彌5:2	-	book
太1:12#2	239	244	太二4～6	太2:4	-	book
太1:16#1	15	19	路三23	路3:23	-	book
太1:16#1	45	49	路三23	路3:23	-	book
太1:16#1	110	116	民二七1～8	民27:1	-	book
太1:16#1	117	123	三六1～12	民36:1	-	chapter
太1:16#2	99	103	創三15	創3:15	-	book
太1:16#2	104	108	賽七14	賽7:14	-	book
太1:16#2	162	170	耶二二28～30	耶22:28	-	book
太1:16#2	191	195	路一27	路1:27	-	book
太1:16#2	196	201	31～32	路1:31	-	bare
太1:17#1	199	202	啟四6	啟4:6	-	book
太1:17#1	211	214	二五1	太25:1	-	chapter
太1:17#1	364	367	來三9	來3:9	-	book
太1:17#1	368	371	太四2	太4:2	-	book
太1:17#1	372	377	王上十九8	王上19:8	-	book
太1:17#1	443	447	啟十三5	啟13:5	-	book
太1:18#1	18	20	16	太1:16	-	bare
太1:18#1	44	46	20	太1:20	-	bare
太1:18#1	94	97	羅八3	羅8:3	-	book
太1:18#1	107	110	腓二7	腓2:7	-	book
太1:19#1	23	26	路一6	路1:6	-	book
太1:21#1	21	26	民十三16	民13:16	-	book
太1:21#1	107	110	來四8	來4:8	-	book
太1:21#1	111	119	太十一28～29	太11:28	-	book
太1:23#1	9	13	創三15	創3:15	-	book
太1:23#2	61	65	約一14	約1:14	-	book
太1:23#3	50	54	十八20	太18:20	-	chapter
太1:23#3	82	86	二八20	太28:20	-	chapter
太1:25#1	72	74	12	太1:12	-	bare
太1:25#1	75	80	拉二1～2	拉2:1	-	book
太1:25#1	112	116	路一26	路1:26	-	book
太1:25#1	117	119	二4	路2:4	-	chapter
創1:24#1	73	76	啟五5	啟5:5	-	book
創1:24#1	112	117	利一2～3	利1:2	-	book
創1:24#1	118	120	10	利1:10	-	bare
創1:24#1	121	123	三1	利3:1	-	chapter
創1:24#1	124	125	6	利3:6	-	bare
創1:24#1	126	128	12	利3:12	-	bare
創1:24#1	129	131	四3	利4:3	-	chapter
創1:24#1	132	134	五6	利5:6	-	chapter
創1:24#1	135	139	約一29	約1:29	-	book
創1:24#1	140	145	彼前一19	彼前1:19	-	book
創1:24#1	146	151	啟五6～9	啟5:6	-	book
創1:24#1	183	188	太二十28	太20:28	-	book
創1:24#1	189	193	約六38	約6:38	-	book
創1:24#1	240	244	林前三2	林前3:2	-	book
創1:24#1	245	248	加六2	加6:2	-	book
創1:24#1	249	255	林前十五58	林前15:58	-	book
創1:24#2	1	5	26註6	創1:26	6	bare
創1:26#1	68	74	弗三9～11	弗3:9	-	book
創1:26#1	105	112	提前一4與註4	提前1:4	4	book
創1:26#2	37	41	約壹四8	約壹4:8	-	book
創1:26#2	46	50	約壹一5	約壹1:5	-	book
創1:26#2	55	58	啟四8	啟4:8	-	book
創1:26#2	63	67	耶二三6	耶23:6	-	book
創1:26#2	81	84	腓二6	腓2:6	-	book
創1:26#2	230	235	11～12	創1:11	-	bare
創1:26#2	236	238	21	創1:21	-	bare
創1:26#2	239	244	24～25	創1:24	-	bare
創1:26#2	257	266	徒十七28～29上	徒17:28	-	book
創1:26#2	300	304	約十五5	約15:5	-	book
創1:26#2	305	308	羅六5	羅6:5	-	book
創1:26#2	309	316	十一17～24	羅11:17	-	chapter
創1:26#2	317	322	林前六17	林前6:17	-	book
創1:26#2	338	341	西二9	西2:9	-	book
創1:26#2	366	370	西一15	西1:15	-	book
創1:26#2	371	375	林後四4	林後4:4	-	book
創1:26#2	376	379	來一3	來1:3	-	book
創1:26#2	412	416	西一27	西1:27	-	book
創1:26#2	417	425	腓一20～21上	腓1:20	-	book
創1:26#2	447	451	羅九21	羅9:21	-	book
創1:26#2	452	454	23	羅9:23	-	bare
創1:26#2	455	459	林後四7	林後4:7	-	book
創1:26#2	484	489	腓二6～8	腓2:6	-	book
創1:26#2	518	522	彼前一3	彼前1:3	-	book
創1:26#2	523	531	約壹五11～12	約壹5:11	-	book
創1:26#2	557	562	林後三18	林後3:18	-	book
創1:26#2	563	567	羅八29	羅8:29	-	book
創1:26#2	591	595	腓三21	腓3:21	-	book
創1:26#2	608	613	約壹三2下	約壹3:2	-	book
創1:26#2	629	633	弗三21	弗3:21	-	book
創1:26#2	709	714	二9與註2	創2:9	2	chapter
創1:26#3	77	81	羅五14	羅5:14	-	book
創1:26#3	82	88	林前十五45	林前15:45	-	book
創1:26#3	89	91	47	林前15:47	-	bare
創1:26#3	92	97	詩八4～8	詩8:4	-	book
創1:26#3	98	103	來二6～9	來2:6	-	book
創1:26#3	113	120	西一16～17	西1:16	-	book
創1:26#3	137	141	西一15	西1:15	-	book
創1:26#3	142	147	林前十一3	林前11:3	-	book
創1:26#3	165	168	來一3	來1:3	-	book
創1:26#3	169	173	林後四4	林後4:4	-	book
創1:26#3	174	178	西一15	西1:15	-	book
創1:26#3	197	202	詩八6～8	詩8:6	-	book
創1:26#3	203	208	太二八18	太28:18	-	book
創1:26#4	3	9	27～28節	創1:27	-	bare
創1:26#4	20	22	五2	創5:2	-	chapter
創1:26#5	131	135	太六10	太6:10	-	book
創1:26#5	136	139	13下	太6:13	-	bare
創1:26#5	181	188	林前十五45上	林前15:45	-	book
創1:26#5	193	196	羅六6	羅6:6	-	book
創1:26#5	216	226	林前十五47下與註2	林前15:47	2	book
創1:26#5	231	238	弗二15與註8	弗2:15	8	book
創1:26#5	269	276	弗一22～23	弗1:22	-	book
創1:26#5	277	286	林前十二12與註2	林前12:12	2	book
創1:26#5	287	294	西三10～11	西3:10	-	book
創1:26#5	295	299	11註9	西3:11	9	bare
創1:26#5	337	344	腓一19～26	腓1:19	-	book
創1:26#5	371	378	啟二26～27	啟2:26	-	book
創1:26#5	379	382	二十4	啟20:4	-	chapter
創1:26#5	383	384	6	啟20:6	-	bare
創1:26#5	420	424	啟四3上	啟4:3	-	book
創1:26#5	425	429	二一11	啟21:11	-	chapter
創1:26#5	430	433	18上	啟21:18	-	bare
創1:26#5	464	469	啟二一24	啟21:24	-	book
創1:26#5	470	473	二二5	啟22:5	-	chapter
創1:26#6	8	10	三1	創3:1	-	chapter
創1:26#6	11	13	14	創3:14	-	bare
創1:26#6	14	18	啟十二9	啟12:9	-	book
創1:26#6	27	32	太二五41	太25:41	-	book
創1:26#6	33	38	啟十二4上	啟12:4	-	book
創1:26#6	39	41	7下	啟12:7	-	bare
創1:26#6	54	58	路十19	路10:19	-	book
創1:26#6	61	66	啟四6註2	啟4:6	2	book
創1:29#1	1	5	九3註1	創9:3	1	chapter
創1:31#1	9	10	4	創1:4	-	bare
創1:31#1	11	13	10	創1:10	-	bare
創1:31#1	14	16	12	創1:12	-	bare
創1:31#1	17	19	18	創1:18	-	bare
創1:31#1	20	22	21	創1:21	-	bare
創1:31#1	23	25	25	創1:25	-	bare
創2:2#1	101	108	出二十8～11	出20:8	-	book
創2:2#1	188	196	太十一28～30	太11:28	-	book
創2:2#1	220	224	可二27	可2:27	-	book
創2:2#1	273	280	出二十8～11	出20:8	-	book
創2:2#1	289	293	申十二9	申12:9	-	book
創2:2#1	294	297	來四8	來4:8	-	book
創2:2#1	309	313	啟一10	啟1:10	-	book
創2:2#1	314	318	徒二十7	徒20:7	-	book
創2:2#1	319	324	林前十六2	林前16:2	-	book
創2:2#1	335	338	來四1	來4:1	-	book
創2:2#1	339	340	3	來4:3	-	bare
創2:2#1	341	342	9	來4:9	-	bare
創2:2#1	343	345	11	來4:11	-	bare
創2:2#1	390	395	啟二一11	啟21:11	-	book
創2:2#1	396	398	23	啟21:23	-	bare
創2:2#1	411	416	啟二二5下	啟22:5	-	book
創2:2#1	424	429	來四9註1	來4:9	1	book
創2:4#1	40	45	一1～二3	創1:1	-	chapter
創2:4#1	104	106	9節	創2:9	-	bare
創2:4#2	1	5	一1註3	創1:1	3	chapter
創2:4#2	21	23	一1	創1:1	-	chapter
創2:4#2	55	57	一1	創1:1	-	chapter
創2:4#3	13	15	一1	創1:1	-	chapter
創2:4#3	66	70	出三14	出3:14	-	book
創2:4#3	72	76	約八24	約8:24	-	book
創2:4#3	77	79	28	約8:28	-	bare
創2:4#3	80	82	58	約8:58	-	bare
創2:4#3	113	116	啟一4	啟1:4	-	book
創2:5#2	29	33	約五17	約5:17	-	book
創2:5#2	34	38	林前三9	林前3:9	-	book
創2:5#2	68	72	珥二23	珥2:23	-	book
創2:5#2	73	78	28～29	珥2:28	-	bare
創2:5#2	89	90	7	創2:7	-	bare
太2:2#1	23	30	路二15～52	路2:15	-	book
太2:2#2	28	33	民二四17	民24:17	-	book
太2:2#2	130	132	16	太2:16	-	bare
太2:2#2	146	149	4～6	太2:4	-	bare
太2:2#2	158	161	8～9	太2:8	-	bare
太2:2#2	186	190	9～10	太2:9	-	bare
太2:4#1	13	16	瑪二7	瑪2:7	-	book
太2:4#1	30	33	拉七6	拉7:6	-	book
太2:4#1	53	56	5～6	太2:5	-	bare
太2:11#1	20	24	路二16	路2:16	-	book
太2:11#2	12	15	四10	太4:10	-	chapter
太2:15#1	14	18	何十一1	何11:1	-	book
太2:18#1	14	19	創三五19	創35:19	-	book
太2:18#1	20	23	四八7	創48:7	-	chapter
太2:18#1	36	44	創三五15～18	創35:15	-	book
太2:18#1	52	60	書十八21～28	書18:21	-	book
太2:22#1	10	14	約七41	約7:41	-	book
太2:22#1	15	17	52	約7:52	-	bare
太2:22#1	25	28	四15	太4:15	-	chapter
太2:23#1	31	36	路二1～3	路2:1	-	book
太2:23#1	53	58	路二4～7	路2:4	-	book
太2:23#1	63	66	彌五2	彌5:2	-	book
太2:23#1	95	100	13～15	太2:13	-	bare
太2:23#1	113	118	19～21	太2:19	-	bare
太2:23#1	159	164	22～23	太2:22	-	bare
太2:23#1	165	172	約一45～46	約1:45	-	book
太2:23#2	1	6	一22註1	太1:22	1	chapter
太2:23#3	33	39	詩二二6～7	詩22:6	-	book
太2:23#3	60	64	賽十一1	賽11:1	-	book
太3:1#1	19	23	十一13	太11:13	-	chapter
太3:1#1	24	29	路十六16	路16:16	-	book
太3:1#1	50	57	徒十36～37	徒10:36	-	book
太3:1#1	73	78	可一1～5	可1:1	-	book
太3:2#2	134	138	可一15	可1:15	-	book
太3:2#2	189	194	徒十五16	徒15:16	-	book
太3:2#2	242	246	五3註4	太5:3	4	chapter
太3:2#3	92	95	四17	太4:17	-	chapter
太3:2#3	96	98	十7	太10:7	-	chapter
太3:2#3	114	119	十三3～9	太13:3	-	chapter
太3:2#3	161	165	十三24	太13:24	-	chapter
太3:2#3	193	200	十六18～19	太16:18	-	chapter
太3:3#2	136	143	路一16～17	路1:16	-	book
太3:4#1	10	13	路一5	路1:5	-	book
太3:4#1	14	16	13	路1:13	-	bare
太3:4#1	46	50	出二八4	出28:4	-	book
太3:4#1	51	56	40～41	出28:40	-	bare
太3:4#1	57	61	利六10	利6:10	-	book
太3:4#1	62	70	結四四17～18	結44:17	-	book
太3:4#1	102	107	利二1～3	利2:1	-	book
太3:4#1	108	114	六16～18	利6:16	-	chapter
太3:4#1	115	120	25～26	利6:25	-	bare
太3:4#1	121	127	七31～34	利7:31	-	chapter
太3:4#1	234	238	利十一4	利11:4	-	book
太3:4#1	259	262	路三2	路3:2	-	book
太3:6#2	57	63	書四1～18	書4:1	-	book
創2:7#3	15	19	一1註3	創1:1	3	chapter
創2:7#4	49	53	羅九21	羅9:21	-	book
創2:7#4	54	56	23	羅9:23	-	bare
創2:7#4	57	61	林後四7	林後4:7	-	book
創2:7#4	62	67	提後二21	提後2:21	-	book
創2:7#5	20	25	箴二十27	箴20:27	-	book
創2:7#5	53	57	伯三二8	伯32:8	-	book
創2:7#5	130	134	亞十二1	亞12:1	-	book
創2:7#5	149	153	約四24	約4:24	-	book
創2:7#5	161	165	約三6下	約3:6	-	book
創2:7#5	173	178	林前六17	林前6:17	-	book
創2:7#5	179	184	提後四22	提後4:22	-	book
創2:7#5	206	210	羅八4下	羅8:4	-	book
創2:7#5	251	257	路三38註3	路3:38	3	book
創2:7#5	276	281	約二十22	約20:22	-	book
創2:7#5	360	367	羅八16與註2	羅8:16	2	book
創2:7#5	368	376	林前六17與註2	林前6:17	2	book
創2:7#5	417	423	羅九1與註2	羅9:1	2	book
創2:7#5	446	450	約四24	約4:24	-	book
創2:7#5	451	456	弗六18上	弗6:18	-	book
創2:7#5	457	460	羅一9	羅1:9	-	book
創2:7#5	489	492	可二8	可2:8	-	book
創2:7#5	493	498	林前二11	林前2:11	-	book
創2:7#6	17	20	出一5	出1:5	-	book
創2:7#6	21	25	徒二41	徒2:41	-	book
創2:7#6	101	106	太二八19	太28:19	-	book
創2:7#6	123	128	帖前五23	帖前5:23	-	book
創2:7#6	173	179	約十五4～5	約15:4	-	book
創2:7#6	180	188	羅十一17～24	羅11:17	-	book
創2:7#6	209	216	帖前五23註5	帖前5:23	5	book
創2:7#6	217	223	來四12註2	來4:12	2	book
創2:9#1	33	36	腓四4	腓4:4	-	book
創2:9#2	116	119	約一1	約1:1	-	book
創2:9#2	120	121	4	約1:4	-	bare
創2:9#2	162	167	約十一25	約11:25	-	book
創2:9#2	168	171	十四6	約14:6	-	chapter
創2:9#2	172	176	西三4上	西3:4	-	book
創2:9#2	188	191	西二9	西2:9	-	book
創2:9#2	207	213	啟二二1～2	啟22:1	-	book
創2:9#2	242	246	約十五1	約15:1	-	book
創2:9#2	298	303	約十10下	約10:10	-	book
創2:9#2	304	307	六51	約6:51	-	chapter
創2:9#2	308	310	57	約6:57	-	bare
創2:9#2	311	313	63	約6:63	-	bare
創2:9#3	18	22	來二14	來2:14	-	book
創2:9#3	127	134	約五39～40	約5:39	-	book
創2:9#3	135	140	林後三6下	林後3:6	-	book
創2:9#3	154	158	約十五5	約15:5	-	book
創2:9#3	177	179	三5	創3:5	-	chapter
創2:9#3	222	224	17	創2:17	-	bare
創2:9#3	233	238	啟二十10	啟20:10	-	book
創2:9#3	239	241	14	啟20:14	-	bare
